timestamp_ms,accZ
1732152564089,9.7782698
1732152565168,9.7878408
1732152566341,9.8350992
1732152567421,8.6021976
1732152568544,9.9044914
1732152569730,10.073185
1732152570799,9.7926264
1732152571972,9.8805628
1732152573053,9.7992067
1732152574220,9.7698946
1732152575304,10.322637
1732152576483,9.7782698
1732152577556,11.627323
1732152578682,9.6317091
1732152579864,10.109077
1732152580893,9.8117695
1732152581962,9.7639132
